areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,hospitalCases,newCasesBySpecimenDate
E07000041,Exeter,ltla,2020-04-23,NULL,NULL,2.0
E07000041,Exeter,ltla,2020-04-22,NULL,NULL,3.0
E07000041,Exeter,ltla,2020-04-21,NULL,NULL,3.0
E07000041,Exeter,ltla,2020-04-20,NULL,NULL,7.0
E07000041,Exeter,ltla,2020-04-19,NULL,NULL,1.0
E07000041,Exeter,ltla,2020-04-18,NULL,NULL,6.0
E07000041,Exeter,ltla,2020-04-17,NULL,NULL,5.0
E07000041,Exeter,ltla,2020-04-16,NULL,NULL,5.0
E07000041,Exeter,ltla,2020-04-15,NULL,NULL,5.0
E07000041,Exeter,ltla,2020-04-14,NULL,NULL,2.0
E07000041,Exeter,ltla,2020-04-13,NULL,NULL,7.0
E07000041,Exeter,ltla,2020-04-12,NULL,NULL,9.0
E07000041,Exeter,ltla,2020-04-11,NULL,NULL,4.0
E07000041,Exeter,ltla,2020-04-10,NULL,NULL,5.0
E07000041,Exeter,ltla,2020-04-09,NULL,NULL,8.0
E07000041,Exeter,ltla,2020-04-08,NULL,NULL,2.0
E07000041,Exeter,ltla,2020-04-07,NULL,NULL,11.0
E07000041,Exeter,ltla,2020-04-06,NULL,NULL,5.0
E07000041,Exeter,ltla,2020-04-05,NULL,NULL,3.0
E07000041,Exeter,ltla,2020-04-04,NULL,NULL,4.0
E07000041,Exeter,ltla,2020-04-03,NULL,NULL,5.0
E07000041,Exeter,ltla,2020-04-02,NULL,NULL,4.0
E07000041,Exeter,ltla,2020-04-01,NULL,NULL,9.0
E07000041,Exeter,ltla,2020-03-31,NULL,NULL,4.0
E07000041,Exeter,ltla,2020-03-30,NULL,NULL,5.0
E07000041,Exeter,ltla,2020-03-29,NULL,NULL,2.0
E07000041,Exeter,ltla,2020-03-28,NULL,NULL,4.0
E07000041,Exeter,ltla,2020-03-27,NULL,NULL,2.0
E07000041,Exeter,ltla,2020-03-26,NULL,NULL,2.0
E07000041,Exeter,ltla,2020-03-25,NULL,NULL,3.0
E07000041,Exeter,ltla,2020-03-24,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-23,NULL,NULL,2.0
E07000041,Exeter,ltla,2020-03-22,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-21,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-20,NULL,NULL,2.0
E07000041,Exeter,ltla,2020-03-19,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-18,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-17,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-16,NULL,NULL,2.0
E07000041,Exeter,ltla,2020-03-15,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-14,NULL,NULL,1.0
E07000041,Exeter,ltla,2020-03-13,NULL,NULL,1.0
E07000041,Exeter,ltla,2020-03-12,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-11,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-10,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-09,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-08,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-07,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-06,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-05,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-04,NULL,NULL,1.0
E07000041,Exeter,ltla,2020-03-03,NULL,NULL,0.0
E07000041,Exeter,ltla,2020-03-02,NULL,NULL,1.0
